id,name,type
value_701,Med1|Med2|Med4,Value
dataset_702,Drug Ontology,Dataset
field_702,synonyms,Field
dcfield_702,relation,DublinCore
value_702,Med1|Med5|Med2,Value
dataset_703,Drug Ontology,Dataset
field_703,synonyms,Field
dcfield_703,relation,DublinCore
value_703,Med2|Med5|Med3,Value
dataset_704,Drug Ontology,Dataset
field_704,synonyms,Field
dcfield_704,relation,DublinCore
value_704,Med4|Med1|Med2,Value
